unique_ID,aine_kood,nimi_et,nimi_en,eap,semester,hindamisviis,keel,linn,oppeaste,veebiope,eeldusained,kirjeldus,eesmargid,opivaljundid,hindamise_info
FLFI.02.138,FLFI.02.138,Õpetaja eetika ja väärtuskasvatus,Teacher's Ethics and Values Education,3.0,kevad,"Eristamata (arv, m.arv, mi)",eesti keel,Tartu linn,"bakalaureuseõpe, magistriõpe, rakenduskõrgharidusõpe, integreeritud bakalaureuse- ja magistriõpe",põimõpe,,"Kursuse raames uuritakse, millised eetika ja väärtustega seotud küsimused on õpetajatöös esiplaanil ning miks - millised on ühiskonna ootused ja millised õpetaja võimalused. Õpetaja eetika probleemsituatsioonide arutelu käigus tutvutakse tähtsamate moraaliteooriatega, uuritakse, millised on meie väärtused ja milliseid küsimusi kergitavad väärtuste konfliktid. Õpetaja kui väärtuskasvataja käsutuses olevate meetoditega tutvumine toimub võimalikult praktiliselt.",Õpetaja töö eetilise ja väärtuskasvatusliku külje teadvustamine.,"Aine läbinud üliõpilased:, 1) teadvustavad õpetajatöös esilekerkivaid eetilisi probleeme ning oskavad nende üle süstemaatiliselt ja mõtestatult diskuteerida ning lahenduste poole liikuda, 2) on tuttavad õpetajate eetikakoodeksi ning ühiskonna ootuste ja nõudmistega õpetajale, tunnevad temaatilisi küsimusi piisavalt, võtmaks seisukohta;, 3) on teadlikud oma moraalsetest tõekspidamistest ja väärtustest, nende päritolust, ning oskavad neid kriitiliselt hinnata;, 4) mõistavad õpetaja rolli väärtuskasvatajana ja vajadust tegeleda kooli väärtusarendusega;, 5) tunnevad põhilisi väärtuskasvatuse meetodeid ja omavad ettekujutust nende rakendamisest töös õpilastega.",Arvestuse saamiseks peavad kõik ülal loetletud ülesanded olema tähtajaks täidetud vastavalt nõuetele.
MTAT.03.278,MTAT.03.278,Tarkvaraettevõtluse projekt,Software Entrepreneurship Project,12.0,kevad,"Eristav (A, B, C, D, E, F, mi)",inglise keel,,"magistriõpe, doktoriõpe, rakenduskõrgharidusõpe, integreeritud bakalaureuse- ja magistriõpe",põimõpe,,"Aines kaetakse järgmiseid teemasid: 
- klientide probleemide avastamine
- toote või teenuse väärtuspakkumise defineerimine
- väärtuspakkumise valideerimine
- tootevisiooni põhjal algse prototüübi loomine
- klientide ligi meelitamine ning nõudluse tekitamine
- ärimudeli loomine ja täpsustamine","Kursuse eesmärk on pakkuda tudengitele võimalus rakendada õppekava jooksul omandatud oskuseid et mõelda välja ning algatada ""kõhna idufirma"" printsiipidest lähtuv toodet või teenust pakkuv ettevõte","Pärast kursuse edukat läbimist oskab üliõpilane: , 1.	leida ning analüüsida probleemolukordi, mille lahendamiseks saab kasutada kas tarkvara või teenust;, 2.	põhjendada, miks olemasolevad lahendused ei ole antud probleemile sobivad või miks on tarvis uut lahendust;, 3.	seletada, kuidas planeeritud tarkvaratoode või -teenus tuvastatud probleemi lahendab;, 4.	kirjeldada oma toote või teenuse eeldatavat sihtrühma;, 5.	formuleerida ning valideerida tootevisiooni ning ärimudelit;, 6.	luua visiooni põhjal agiilseid arendusmeetodeid kasutades algne prototüüp;, 7.	rakendada kliendist lähtuva arenduse raamistikku et inkrementaalselt toodet või teenust parandada;, 8.	defineerida ärimudel, mis arvestab pakkujate ja teiste partnerite vajadustega.","Students will meet for workshops every week and achieve the following milestones:
1. Define an initial ""value proposition"" of a software product or service
2. Develop a prototype of the envisioned product/service
3. Provide evidence that the initial prototype has been validated with prospective customers and that customer feedback has been documented and taken into account
4. Define a validated business model for the product/service.
Reflections and milestones will be given points. The points accumulated from the milestones will add up to a score between 0 and 100. This score will be translated into a grade between A and F using the standard university scale.
To pass the course, the student must score at least 51 points."
FLAJ.05.137,FLAJ.05.137,Eesti kunst renessansist barokini,Art in Estonia from the Renaissance to Baroque,3.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,,bakalaureuseõpe,põimõpe,,"Kursuse käigus antakse ülevaade Eesti arhitektuurist ja kunstist u 16. sajandi teisest veerandist kuni 18. sajandi keskpaigani. Õpitakse tundma erinevat tüüpi sakraal- ja profaanehitisi ja kunstiteoseid ning käsitletakse lähemalt tähtsamate meistrite loomingut. Arutletakse kunsti, võimu ja religiooni suhete üle, vaadeldakse erinevate seisuste eneserepresentatsiooni võimalusi ja vahendeid. Arendatakse visuaalsete allikate kriitilise tõlgendamise oskusi.","Kursuse käigus antakse ülevaade Eesti arhitektuurist ja kunstist ligikaudu 16. sajandi teisest veerandist kuni 18. sajandi keskpaigani. Õpitakse tundma erinevat tüüpi ehitisi ja kunstiteoseid ning käsitletakse lähemalt tähtsamate meistrite loomingut. Arutletakse kunsti, võimu ja religiooni suhete üle, vaadeldakse erinevate sotsiaalsete kihtide eneserepresentatsiooni võimalusi ja vahendeid. Arendatakse visuaalsete allikate kriitilise tõlgendamise oskusi.","Kursuse läbinud üliõpilane:, oskab iseloomustada Eesti olulisemaid renessansi- ja barokiajastu ehitisi ja kunstiteoseid ning oskab nimetada tähtsamaid meistreid;, oskab nimetada ja selgitada vastava perioodi uurimise allikaid ja meetodeid;, oskab selgitada kunsti tellimise ja valmistamise protsessi;, oskab analüüsida kunsti seoseid võimu, religiooni ja teiste oluliste nähtustega;, valdab ja oskab korrektselt kasutada erialatermineid;, oskab paigutada Eesti ehitised ja kunstiteosed laiemasse ajaloolisse ja kultuurilisse konteksti;, omab grupitöö tegemise kogemust.","1. Rühmatöö (20% lõpphindest)
2. Kirjalik eksam (80% lõpphindest)"
LOTI.05.062,LOTI.05.062,Juhtimissüsteemid,Control Systems Engineering,3.0,kevad,"Eristav (A, B, C, D, E, F, mi)",inglise keel,Tartu linn,"bakalaureuseõpe, rakenduskõrgharidusõpe",põimõpe,,"Kursuses antakse sissejuhatavad teoreetilised ja praktilised teadmised dünaamiliste süsteemide käitumise, modelleerimise ja kirjeldamise kohta. Antakse lihtsustatud ülevaade vajalikest matemaatilisest tööriistadest ja lineaarsete süsteemide kirjeldamisest olekuvõrrandite abil; käsitletakse stabiilsust, jälgitavust ja juhitavust. Tutvutakse teoreetiliselt ja praktiliselt  juhtimismeetoditega (näiteks PID juhtimine). Õpitakse praktiliselt analüüsima lihtsamaid juhtimissüsteeme. Tutvutakse Kalmani filtriga.",Kursus annab sissejuhatava teoreetilise ja praktilise ülevaate kaasaegsetest juhtimismeetodidest ning dünaamiliste süsteemide modelleerimisest ja analüüsimisest.,"Kursuse läbinud üliõpilane, * tunneb ja oskab kirjeldada dünaamiliste süsteemide käitumist, * tunneb kaasaegsete juhtimissüsteemide toimimise üldisi põhimõtteid, * tunneb ja oskab kasutada tarkvarapakette juhtimissüsteemide simuleerimiseks, * oskab koostada, analüüsida ja häälestada PID juhtimissüsteeme, * on tuttav olekumudelite, nendele tagasiside lisamise ja kontrollimisega, * tunneb Kalmani filtri tööpõhimõtet ja on rakendanud seda laborikeskkonnas","HINDAMINE:

Hinde moodustumine:
* praktikumiülesanded 30%
* kodutöö 1 10%
* kodutöö 2 10%
* eksam 50%

Õpilasel on võimalik koguda boonuspunkte lisaülesannete lahendamise, õppematerjalide täiendamise/parandamise, aktiivse seminariosaluse, ja silmapaistvate lahenduste eest kokkuleppel õppejõuga kuni 15% ulatuses lõpphindest.

Kursus loetakse läbituks, kui:
* tudeng saavutab vähemalt 50% lõpphindest
* on sooritanud kõik praktikumiülesanded
* on sooritanud eksami vähemalt 50% tulemusele

Skaala lõpphinnete jaoks:
A 90%-100%
B 80%-90%
C 70%-80%
D 60%-70%
E 50%-60%
F <50%"
ARSK.01.034,ARSK.01.034,Gastroenteroloogia,Gastroenterology,3.75,kevad,"Eristamata (arv, m.arv, mi)",inglise keel,Tartu linn,integreeritud bakalaureuse- ja magistriõpe,põimõpe,,Gastroenteroloogia moodustab ühe osa sisehaiguste õppeainest. Gastroenteroloogia õppetsüklis  antakse teoreetilised teadmised seedeelundite sh maksa- ja sapiteede haiguste kohta - õpetatakse seedetraktihaigete käsitlust ja diagnostiliste ja diferentsiaaldiagnostiliste probleemide lahendamist. Õppetsüklis arutatakse haigusjuhte igapäevaelust  diagnoosimise ja ravi põhimõtteid järgides.,"Sisehaiguste ühe eriala - gastroenteroloogia - õpetamise eesmärgiks on anda teadmised erialast tasemel, mis on vajalikud töötamiseks arstina. Gastroenteroloogia õpetamisel antakse ülevaade seedeelundite enamlevinud haigustest - etioloogiast, patogeneesist, diagnoosimisest, eritusdiagnoosist ja ravi põhimõtetest.","Gastroenteroloogia kursuse läbinud üliõpilased:, 1) on omandanud teoreetilised teadmised seedeelundite haiguste esinemisest, etioloogiast, patogeneesist, diagnoosimisest ja ravist;, 2) omavad piisavalt teadmisi ja oskusi seedeelundite haigustega haigete uurimisel;, 3) oskavad seedeelundite haigusi diagnoosida ning püstitada eristusdiagnoose;, 4) tunnevad seedeelundite haiguste ravi ja jälgimise põhimõtteid.",Gastroenteroloogia on üks osa sisehaiguste komplekseksamist. Eriala osakaal eksami hindes on igal aastal erinev ja määratakse eksami korraldaja poolt.Haigusloo positiivne hinne. kirjalik eksam.
MTMM.00.342,MTMM.00.342,Matemaatiline maailmapilt,Transition to Advanced Mathematics,6.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,"bakalaureuseõpe, magistriõpe, doktoriõpe, rakenduskõrgharidusõpe, integreeritud bakalaureuse- ja magistriõpe",põimõpe,,"Lausearvutuse põhimõisted: loogilised tehted, samaselt tõesed valemid, samaväärsed valemid, valemite järeldumine, täielik disjunktiivne normaalkuju. Hulgateooria põhimõisted: hulk, tehted hulkadega, seosed, ekvivalentsusseosed ja klassijaotused, hulga võimsus, järjestatud hulgad. Funktsiooni injektiivsus, sürjektiivsus, bijektiivsus. Arvuteooria põhimõisted: jaguvus, jäägiga jaguvus, aritmeetika põhiteoreem, algarvude hulga lõpmatus.","Üliõpilastele esmaste teadmiste andmine kaasaegse matemaatika üldistest mõistetest, nende kasutamisharjumuste treenimine. Kriitilise mõtlemise oskuse toetamine, matemaatilise suulise eneseväljendusoskuse arendamine.","Peale kursuse läbimist üliõpilane
1. selgitab põhilisi lausearvutuse, hulgateooria ja arvuteooria mõisteid
2. kasutab  lausearvutuse, hulgateooria ja arvuteooria mõisteid lihtsamate ülesannete lahendamisel
3. on ette valmistunud nende mõistete kasutamiseks teistes õppeainetes
4. seostab lausearvutuse tehteid loomuliku keele lausetega
5. selgitab erinevaid tõestusmeetodeid
6. tunneb põhilisi funktsioonide ja seostega seotud mõisteid ja kasutab neid ülesannete lahendamisel
7. selgitab hulkade võimsusega seotud mõisteid ja määrab lihtsamate hulkade võimsuseid
8. analüüsib ja koostab loogilisi arutelusid kursuse käigus õpitud matemaatiliste kontseptsioonide raames
9. on arutlenud suulisel vaheeksamil ja lõpueksami suulises osas matemaatilise kontseptsiooni olemuse, tõestuse ja näidete üle","Lõpphinne kujuneb kontrolltööde, kodutööde, kollokviumi, Moodle'i testide, lisapunktide ja sooritatud eksamitöö eest saadud punktide summa põhjal alljärgnevalt:"
P2NC.00.085,P2NC.00.085,Suhtlemispsühholoogia,Psychology of Communication,3.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Narva linn,bakalaureuseõpe,põimõpe,,"1) Suhtlemise mõiste ja olemus. Suhtlemisvahendid, suhtlemisoskused (kontakti loomine, kuulamine, enesekehtestamine, eneseväljendamine, konfliktijuhtimine).
2) Sotsiaalne taju - isikutaju, isikutaju vead.
3) Sotsiaalne interaktsioon - suhtlejate vastastikmõju, grupiprotsessid, koostöö.
4) Inimestevahelised sotsiaalsed suhted ja isiksuslikud seosed, suhtlemise individuaalsed iseärasused.
Suhtlemise eripära meeskonnas ja rühmas.
5) Suhtlemissituatsioonid ja -ülesanded. Enda suhtlemiskompetentsuse arendamine ja analüüs.",Kursuse eesmärgiks on: - anda ülevaade suhtlemise põhitõdedest; - anda meetodid oma kommunikatsioonioskuste pidevaks jälgimiseks ning arendamiseks; - kujundada valmisolekut töös ette tulevateks erinevateks suhtlusolukordadeks; - kujundada harjumust järgida head suhtlemistava; kujundada oskust jagada ja vastu võtta erinevat tagasisidet.,"- oskab aktiivselt kuulata, küsitleda, ennast kehtestada ning tuleb toime konflikti- ning läbirääkimisolukordadega;, - oskab analüüsida oma suhtlemisoskusi ning tuleb toime enda treenimisega;, - teab häid suhtlemistavasid;, - tajub ja oskab anda erinevat tüüpi tagasisidet, olla motiveeriv vestluspartner;, - omab ülevaadet töös ette tulevatest erinevatest suhtlusolukordadest ning oskab rakendada erinevaid kommunikatiivseid pädevusi vastavalt vajadusele;, - oskab märgata ja kujundada lastes ja noortes suhtlemisoskusi ning harjumusi järgida head suhtlemistava;, - oskab arvestada erinevate sihtgruppide kommunikatiivsete vajadustega;, - on motiveeritud oma kommunikatsioonialast pädevust pidevalt kriitiliselt analüüsima ja elukestvalt harjutama.","Lõpphinne moodustub järgmistest osadest:
1. Essee oma suhtluspädevuse arengust, kuni 10 p.
2. Kursusekaaslase esseele konstruktiivse tagasiside andmine, kuni 5 p.
3. Suuline arvestus (grupivestlus), kuni 20 p.

Lõpphinde kujunemine:
A (suurepärane) - 32-35 p.
B (väga hea) - 29-31 p.
C (hea) - 25-28 p.
D (rahuldav) - 22-24 p.
E (kasin) - 18-21 p.
F (puudulik) - 17 ja vähem p."
MTAT.07.020,MTAT.07.020,Krüptograafia ja küberkaitse uurimisprojekt,Special Assignment in Cryptography and Cyber Security,3.0,kevad,"Eristamata (arv, m.arv, mi)",inglise keel,,"magistriõpe, doktoriõpe",lähiõpe,(MTAT.07.019 (Krüptograafia uurimisseminar) VÕI MTAT.07.022 (Krüptograafia ja küberkaitse uurimisseminar)),Iseseisev töö õppejõuga eelnevalt kokkulepitud teemal.,Üliõpilasel on võimalus teha täiendavat iseseisvat uurimistööd  krüptograafia- või andmeturbealasel teemal.,Üliõpilane saab esmase kogemuse krüptograafiliste allikmaterjalidega töötamisel ning arendab nende oskusi saadud tulemuste korrektsel vormistamisel ja esitlemisel.,"The final grade is established based on the performance in the assigned project, written report, class presentation and participation in the meetings."
OIEO.04.002,OIEO.04.002,Asjaõigus,Property Law,6.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,bakalaureuseõpe,põimõpe,(P2OG.01.030 (Tsiviilõiguse üldosa) VÕI OIEO.04.068 (Tsiviilõiguse üldosa)),"Asjaõiguse kursuse raames käsitletakse asjaõiguse üldpõhimõtteid, vallasasjaõiguse ja kinnisasjaõiguse erisusi. Õpitakse tundma üksikuid asjaõigusi nagu omand, servituudid, reaalkoormatised, hoonestusõigus, ostueesõigus ja pandiõigused. Õppetöö käigus õpitakse tundma valdkonna kohtupraktika põhimõttelise tähtsusega lahendeid. Ainekursuse raames omandatakse kaasuste lahendamise metoodika.","Õppeaine üldiseks eesmärgiks on õpetada asjaõiguse teoreetilisi alusteadmisi, selgitada asjaõiguse põhimõtete ja instituutide kujunemist, nende olemust ja vastastikuseid seoseid ning seoseid tsiviilõiguse teiste valdkondadega, samuti õpetada asjaõiguse praktiliste kaasuste lahendamise metoodikat.","Kursuse lõpuks peab üliõpilane olema võimeline:, - selgitama asjaõiguse instituutide ning põhimõtete olemust ning nende seoseid teiste eraõiguse valdkondadega;  , - mõistma üldise asjaõiguse, vallasasjaõiguse ja kinnisasjaõiguse seoseid ning kohaldamise spetsiifikat;, - kohaldama asjaõiguse norme vastavate instituutidega seotud vaidluste lahendamisel (esitades korrektse õigusliku arvamuse);, - kasutama olemasolevat õiguskirjandust ja kohtupraktikat kaasuste lahendamisel;, - rakendama erinevaid tõlgendusmeetodeid asjaõiguse normi sisu ja eesmärkide selgitamiseks;, - esitama asjaõiguse õppekaasuse analüüsi ja lahenduskäigu vastavalt etteantud metoodikale;","Eksamihinde kujunemine:
Suuline eksam, mis koosneb kahest osast: esimese osa moodustavad teoreetilised küsimuses, mis valmistatakse ette kirjalikul koos kohtupraktika kasutamise võimalusega;
teise osa moodustab kaasuse lahendamine (võimalusega kasutada õigusakte ja kohtupraktikat)."
ARSK.04.001,ARSK.04.001,Infektsioonhaigused,Infectious Diseases,3.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,integreeritud bakalaureuse- ja magistriõpe,põimõpe,ARMB.01.020 (Meditsiiniline mikrobioloogia),"Kursuse jooksul omandavad üliõpilased põhilised teadmised tähtsamate infektsioonhaiguste diagnostika, ravi ja profülaktika põhimõtetest ning elementaarsed oskused infektsioonhaiguste käsitlemiseks.","Kaasaja nõuetele vastavate teoreetiliste teadmiste ja praktiliste oskuste omandamine enamlevinud infektsioonhaiguste epidemioloogia, diagnostika, diferentsiaaldiagnostika, ravi ja profülaktika valdkonnas. Kursusel läbitavad teemad: kodutekkesed infektsioonid (gripp, COVID-19, pneumoonia, urotrakti infektsioon, sooleinfektsioon, nahainfektsioon), hospitaalinfektsioonid, antibiootikumide kasutus, HIV ja viirushepatiidid, zoonoosid (puukidega levivad haigused, ussid, malaaria) ning vaktsineerimine.","Õppeaine läbimise järgselt üliõpilane:, 1. Tunneb bioloogilisi etioloogilisi tegureid, mis viivad patoloogiliste protsesside ja seisundite tekkimiseni, samuti nende kujunemise mehhanisme., 2. Tunneb organismi muutunud funktsioneerimist ning selle avaldumist erinevate infektsioonhaiguste korral., 3. Tunneb infektsioonhaige uurimise ja diagnostika põhilisi võimalusi., 4. Tunneb antibiootikumravi ja immuunprofülaktika põhimõtteid., 5. Tunneb levinumate infektsioonhaiguste epidemioloogiat, riskifaktoreid ja riskide vähendamise põhimõtteid., 6. Oskab võtta infektsioonhaiguse anamneesi., 7. Suudab läbi viia infektsioonhaige objektiivse uuringu, valida uurimismeetodeid diagnoosimiseks., 8. Suudab tõlgendada enamkasutatavate diagnostiliste meetodite tulemusi., 9. Suudab luua sobivaid ravistrateegiad enamlevinud infektsioonhaiguste korral.","Eriala osakaal eksami hindes  on igal aastal erinev ja määratakse eksami korraldajate poolt.
Haigusloo positiivne hinne, kirjalik eksam."
SVPH.00.062,SVPH.00.062,Spordi- ja soorituspsühholoogia praktika,Supervised Practice in Sport and Performance Psychology,6.0,kevad,"Eristamata (arv, m.arv, mi)",eesti keel,Tartu linn,"magistriõpe, doktoriõpe",põimõpe,SVPH.00.073 (Spordi- ja soorituspsühholoogia) JA SVPH.00.074 (Oskuste treening soorituspsühholoogias) JA SVPH.00.076 (Tippsoorituse psühholoogilised alused) JA (SVPH.00.088 (Juhtumianalüüsi alused spordi- ja soorituspsühholoogias) VÕI SVPH.00.060 (Juhtumianalüüsi alused spordi- ja soorituspsühholoogias)) JA SVPH.00.061 (Sekkumismeetodid spordi- ja soorituspsühholoogias),"Kursus hõlmab vahetut rakendusliku spordi- ja soorituspsühholoogia praktikat. Õppija saab praktilise töö kogemuse kutselise spordipsühholoogi supervisiooni all soorituse parendamise, soorituse taastamise ja psühhohariduse valdkondades või liikumisnõustamises. ",Kursuse eesmärk on õppida juhendamise all kasutama peamisi spordi- ja soorituspsühholoogia sekkumismeetodite rakendamise oskusi.,"Praktika läbinu oskab, 1. Luua ja arendada koostöösuhet kliendiga , 2. Kaasata spordi- või soorituspsühholoogilisse sekkumisse kliendi tugivõrgustiku liikmeid, 3. Viia sobivate meetoditega läbi spordi- või soorituspsühholoogilist hindamist ja määratleda kliendi sekkumise vajadused, 4. Kontseptualiseerida kliendi psühholoogilised raskused, väljakutsed ja ressursid , 5. Kavandada spordi- või soorituspsühholoogiline sekkumine lähtuvalt kliendi vajadustest ja psühholoogilise hindamise tulemustest, 6. Viia läbi individuaalne spordi- või soorituspsühholoogiline sekkumine koos hindamisega, 7. Viia läbi psühhohariduslik spordi- või soorituspsühholoogiline rühmasekkumine koos hindamisega, 8. Kirjeldada spordi- ja soorituspsühholoogi tööd reguleerivaid juhendeid, määrusi, seadusi.",
